status,source,destination_or_error
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\04-Trong-Ngu-uan-khi-con-nguoi-chet-uan-nao-thanh-cai-hon1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\04-Trong-Ngu-uan-khi-con-nguoi-chet-uan-nao-thanh-cai-hon1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\04-Trong-Ngu-uan-khi-con-nguoi-chet-uan-nao-thanh-cai-hon1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\04-Trong-Ngu-uan-khi-con-nguoi-chet-uan-nao-thanh-cai-hon1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Co-linh-hon-khong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Su-mau-thuan-cua-Long-nu-thanh-Phat-trong-kinh-Phap-hoa.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\05-Tin-Nguyen-Tri-danh-la-3-dkien-VSCL-sau-khi-chet-......vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Tim-hieu-Phat-Di-Da1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06Cu-7-ngay-cung-that-1-lan-cho-nguoi-chet.Tai-sao-chi-la-con-so-7-ma-khong-la-so-nao-khac.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\06-Coi-ngay-gio-co-loi-cho-nguoi-song-hay-chet.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Nen-tap-tu-Thien.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07-Thuc-hanh-nhu-the-nao-de-tam-nghiep-thanh-tinh.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\07Tim-hieu-Phat-A-Di-da-tiep-theo1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Chu-Lang-Nghiem-khac-voi-mat-chu-ra-sao.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Tsao-tung-cac-bai-kinh-khac-roi-moi-tung-Bat-nha20141.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\08-Vang-sanh-cua-Tinh-do1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Khat-si-la-nguyen-nhan-chanh-dua-den-giac-ngo-giai-thoat1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Nhu-Lai-Tam-gioi1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\09-Tung-kinh-A-Di-Da-duoc-khong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Niem-Phat-Quan-Am-co-ket-qua-khong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Pham-so-huu-tuong-giai-thi-hu-vong...1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\10-Phat-Thich-Ca-chet-di-ve-dau1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11-Phap-mon-tu-Tinh-do-niem-Phat-A-Di-Da-cau-vang-sanh1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Bang-cap-trong-dao-Phat.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\11Can-that-ba-thanh-la-gi1.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\12-Chuong-mo-co-gia-tri-khong.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\VAN DAP CAC BAI GIANG TRUONG HA\12-Ph+íp-mon-tu-Tinh-do-niem-Phat-A-Di-Da-trong-Dai-thua.1.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\VAN DAP CAC BAI GIANG TRUONG HA\12-Ph+íp-mon-tu-Tinh-do-niem-Phat-A-Di-Da-trong-Dai-thua.1.vi.txt
